Code,Name,Tags,Type,PostingPriority,PreloadDxBoxes3to20
E002.3,ACT INVLV WATR AEROBCS&WATR EXRCISE - E002.3,NULL,,0,NULL
E002.4,ACT INVLV UNDERWATER DIVING&SNORKEL - E002.4,NULL,,0,NULL
E002.5,ACT INVLV ROW CANOE KAYK RFT&TUBING - E002.5,NULL,,0,NULL
E002.6,ACT INVLV WATER SKIING & WAKE BOARD - E002.6,NULL,,0,NULL
E002.7,ACT INVLV SURF WINDSURF&BOOGIE BRD - E002.7,NULL,,0,NULL
E002.8,ACTIVITIES INVOLVING WATER SLIDING - E002.8,NULL,,0,NULL
E002.9,OTHER ACT INVLV WATER & WATERCRAFT - E002.9,NULL,,0,NULL
E003.0,ACTIVITIES INVOLVING ICE SKATING - E003.0,NULL,,0,NULL
E003.1,ACTIVITIES INVOLVING ICE HOCKEY - E003.1,NULL,,0,NULL
E003.2,ACT INVLV SNOW SKI BOARD SLED TUBE - E003.2,NULL,,0,NULL
E003.3,ACT INVLV CROSS COUNTRY SKIING - E003.3,NULL,,0,NULL
E003.9,OTHER ACTIVITY INVOLV ICE AND SNOW - E003.9,NULL,,0,NULL
E004.0,ACT INVLV MNTN ROCK & WALL CLIMBING - E004.0,NULL,,0,NULL
E004.1,ACTIVITIES INVOLVING RAPPELLING - E004.1,NULL,,0,NULL
E004.2,ACT INVLV CLIMBING BASE JUMPING - E004.2,NULL,,0,NULL
E004.3,ACT INVLV  BUNGEE JUMPING - E004.3,NULL,,0,NULL
E004.4,ACTIVITIES INVOLVING HANG GLIDING - E004.4,NULL,,0,NULL
E004.9,OTH ACT INVLV CLIMB RAPPEL&JUMP OFF - E004.9,NULL,,0,NULL
E005.0,ACTIVITIES INVOLVING DANCING - E005.0,NULL,,0,NULL
E005.1,ACTIVITIES INVOLVING YOGA - E005.1,NULL,,0,NULL
E005.2,ACTIVITIES INVOLVING GYMNASTICS - E005.2,NULL,,0,NULL
E005.3,ACTIVITIES INVOLVING TRAMPOLINE - E005.3,NULL,,0,NULL
E005.4,ACTIVITIES INVOLVING CHEERLEADING - E005.4,NULL,,0,NULL
E005.9,OTH ACT INVLV DANC&OTH RHYTHM MVMNT - E005.9,NULL,,0,NULL
E006.0,ACT INVLV ROLLER SKATING&SKATEBOARD - E006.0,NULL,,0,NULL
E006.1,ACTIVITIES INVOLV HORSEBACK RIDING - E006.1,NULL,,0,NULL
E006.2,ACTIVITIES INVOLVING GOLF - E006.2,NULL,,0,NULL
E006.3,ACTIVITIES INVOLVING BOWLING - E006.3,NULL,,0,NULL
E006.4,ACTIVITIES INVOLVING BIKE RIDING - E006.4,NULL,,0,NULL
E006.5,ACTIVITIES INVOLVING JUMP ROPE - E006.5,NULL,,0,NULL
E006.6,ACT INVLV NON-RUN TRACK&FIELD EVNTS - E006.6,NULL,,0,NULL
E006.9,OTH ACT INVLV OTH SPRTS&ATHLTCS IND - E006.9,NULL,,0,NULL
E007.0,ACT INVLV AMERICAN TACKLE FOOTBALL - E007.0,NULL,,0,NULL
E007.1,ACT INVLV AMER FLAG/TOUCH FOOTBALL - E007.1,NULL,,0,NULL
E007.2,ACTIVITIES INVOLVING RUGBY - E007.2,NULL,,0,NULL
E007.3,ACTIVITIES INVOLVING BASEBALL - E007.3,NULL,,0,NULL
E007.4,ACT INVLV LACROSSE AND FIELD HOCKEY - E007.4,NULL,,0,NULL
E007.5,ACTIVITIES INVOLVING SOCCER - E007.5,NULL,,0,NULL
E007.6,ACTIVITIES INVOLVING BASKETBALL - E007.6,NULL,,0,NULL
E007.7,ACT INVLV VOLLEYBALL BEACH COURT - E007.7,NULL,,0,NULL
E007.8,ACT INVLV PHYS GAME RECSS CAMP&CHLD - E007.8,NULL,,0,NULL
E007.9,OTH ACT INVLV OTH SPRTS&ATHL TM/GRP - E007.9,NULL,,0,NULL
E008.0,ACTIVITIES INVOLVING BOXING - E008.0,NULL,,0,NULL
E008.1,ACTIVITIES INVOLVING WRESTLING - E008.1,NULL,,0,NULL
E008.2,ACT INVOLV RACQUET AND HAND SPORTS - E008.2,NULL,,0,NULL
E008.3,ACTIVITIES INVOLVING FRISBEE - E008.3,NULL,,0,NULL
E008.4,ACTIVITIES INVOLVING MARTIAL ARTS - E008.4,NULL,,0,NULL
E008.9,OTHER SPEC SPORTS AND ATHLETICS ACT - E008.9,NULL,,0,NULL
E009.0,ACT INVLV EXER MACH PRIM CR COND - E009.0,NULL,,0,NULL
E009.1,ACTIVITY INVOLVING CALISTHENICS - E009.1,NULL,,0,NULL
E009.2,ACT INVLV AEROBIC AND STEP EXERCISE - E009.2,NULL,,0,NULL
E009.3,ACTIVITY INVOLVING CIRCUIT TRAINING - E009.3,NULL,,0,NULL
E009.4,ACTIVITY INVOLVING OBSTACLE COURSE - E009.4,NULL,,0,NULL
E009.5,ACTIVITY INVOLVING GRASS DRILLS - E009.5,NULL,,0,NULL
E009.9,OTH ACT INVLV CARDIORESPIRATRY EXER - E009.9,NULL,,0,NULL
E010.0,ACT INVLV EXER MACH MUSC STRENGTHEN - E010.0,NULL,,0,NULL
E010.1,ACT INVLV PUSH-UPS PULL-UPS SIT-UPS - E010.1,NULL,,0,NULL
E010.2,ACTIVITY INVOLVING FREE WEIGHTS - E010.2,NULL,,0,NULL
E010.3,ACTIVITY INVOLVING PILATES - E010.3,NULL,,0,NULL
E010.9,OTH ACT INVLV OTH MUSC STRNGTH EXER - E010.9,NULL,,0,NULL
E011.0,ACT INVOLV COMPUTER KEYBOARDING - E011.0,NULL,,0,NULL
E011.1,ACT INVLV HND HLD INTRACTV ELEC DVC - E011.1,NULL,,0,NULL
E011.9,OTH ACT INVLV CMPT TECHNOL&ELEC DVC - E011.9,NULL,,0,NULL
E012.0,ACT INVLV KNITTING AND CROCHETING - E012.0,NULL,,0,NULL
E012.1,ACTIVITIES INVOLVING SEWING - E012.1,NULL,,0,NULL
E012.2,ACT INVLV FURNITURE BLDG & FINISH - E012.2,NULL,,0,NULL
E012.9,ACT INVOLV OTH ARTS AND HANDCRAFTS - E012.9,NULL,,0,NULL
E013.0,ACT INVLV PERS BATHING & SHOWERING - E013.0,NULL,,0,NULL
E013.1,ACTIVITIES INVOLVING LAUNDRY - E013.1,NULL,,0,NULL
E013.2,ACTIVITIES INVOLVING VACUUMING - E013.2,NULL,,0,NULL
E013.3,ACTIVITIES INVOLVING IRONING - E013.3,NULL,,0,NULL
E013.4,ACT INVLV FLOOR MOPPING & CLEANING - E013.4,NULL,,0,NULL
E013.5,ACT INVLV RESIDENTIAL RELOCATION - E013.5,NULL,,0,NULL
E013.8,ACT INVLV OTHER PERSONAL HYGIENE - E013.8,NULL,,0,NULL
E013.9,ACT INVLV OTHER HSEHOLD MAINTENANCE - E013.9,NULL,,0,NULL
E014.0,ACT INVLV CREGIVNG INVOLVNG BATHING - E014.0,NULL,,0,NULL
E014.1,ACT INVLV CREGIVNG INVOLVNG LIFTING - E014.1,NULL,,0,NULL
E014.9,OTH ACT INVLV PERSON PROV CAREGIVNG - E014.9,NULL,,0,NULL
E015.0,ACT INVOLV FOOD PREP & CLEAN UP - E015.0,NULL,,0,NULL
E015.1,ACT INVOLV GRILLING & SMOKING FOOD - E015.1,NULL,,0,NULL
E015.2,ACTIVITIES INVOLV COOKING & BAKING - E015.2,NULL,,0,NULL
E015.9,OTH ACT INVOLV COOKING & GRILLING - E015.9,NULL,,0,NULL
E016.0,ACT INVOLV DIGGING SHOVELING&RAKING - E016.0,NULL,,0,NULL
E016.1,ACT INVOLV GARDENING & LANDSCAPING - E016.1,NULL,,0,NULL
E016.2,ACT INVOLV BUILDING & CONSTRUCTION - E016.2,NULL,,0,NULL
E016.9,OTH ACT INVLV PROP&LAND MAINT BLDG - E016.9,NULL,,0,NULL
E017.0,ACT INVOLV ROLLER COASTER RIDING - E017.0,NULL,,0,NULL
E017.9,OTH ACTIVITY INVOLV EXTERNAL MOTION - E017.9,NULL,,0,NULL
E018.0,ACTIVITIES INVOLVING PIANO PLAYING - E018.0,NULL,,0,NULL
E018.1,ACT INVLV DRUM OTH PERCUSSION INSTR - E018.1,NULL,,0,NULL
E018.2,ACT INVLV STRING INSTRUMENT PLAYING - E018.2,NULL,,0,NULL
E018.3,ACT INVLV WIND & BRASS INSTRMNT PLN - E018.3,NULL,,0,NULL
E019.0,ACTIVITIES INVOLVING WALKING ANIMAL - E019.0,NULL,,0,NULL
E019.1,ACTIVITIES INVOLVING MILKING ANIMAL - E019.1,NULL,,0,NULL
E019.2,ACT INVOLV GROOMING & SHEAR ANIMAL - E019.2,NULL,,0,NULL
E019.9,OTHER ACTIVITY INVOLV ANIMAL CARE - E019.9,NULL,,0,NULL
E029.0,ACTV INVLV REFRENG SPORTS ACTVTY - E029.0,NULL,,0,NULL
E029.1,ACTV INVLV SPECTATOR AT AN EVENT - E029.1,NULL,,0,NULL
E029.2,ACT INVLV ROUGH HOUSNG & HORSEPLAY - E029.2,NULL,,0,NULL
E029.9,OTHER ACTIVITY - E029.9,NULL,,0,NULL
E030,UNSPECIFIED ACTIVITY - E030,NULL,,0,NULL
E800.0,RW COLL W/ROLL STOCK-EMPLOYEE - E800.0,NULL,,0,NULL
E800.1,RW COLL W/ROLL STOCK-PASSENGER - E800.1,NULL,,0,NULL
E800.2,RW COLL W/ROLL STOCK-PEDESTRIAN - E800.2,NULL,,0,NULL
E800.3,RW COLL W/ROLL STOCK-PEDL CYCLST - E800.3,NULL,,0,NULL
E800.8,RW COLL W/ROLL STOCK-OTH PERSON - E800.8,NULL,,0,NULL
E800.9,RW COLL W/ROLL STOCK-UNS PERSON - E800.9,NULL,,0,NULL
E801.0,RW COLL W/OTH OBJ-EMPLOYEE - E801.0,NULL,,0,NULL
E801.1,RW COLL W/OTH OBJ-PASSENGER - E801.1,NULL,,0,NULL
E801.2,RW COLL W/OTH OBJ-PEDESTRIAN - E801.2,NULL,,0,NULL
E801.3,RW COLL W/OTH OBJ-PEDAL CYCLIST - E801.3,NULL,,0,NULL
E801.8,RW COLL W/OTH OBJ-OTH PERSON - E801.8,NULL,,0,NULL
E801.9,RW COLL W/OTH OBJ-UNS PERSON - E801.9,NULL,,0,NULL
E802.0,RW ACC W/DERAIL-EMPLOYEE - E802.0,NULL,,0,NULL
E802.1,RW ACC W/DERAIL-PASSENGER - E802.1,NULL,,0,NULL
E802.2,RW ACC W/DERAIL-PEDESTRIAN - E802.2,NULL,,0,NULL
E802.3,RW ACC W/DERAIL-PED CYCLYIST - E802.3,NULL,,0,NULL
E802.8,RW ACC W/DERAIL-OTH PERSON - E802.8,NULL,,0,NULL
V67.3,PSYCHOTHAPY&OTH TX MENTL D/O F/U EX - V67.3,NULL,,0,NULL
V67.4,TX HEALED FRACTURE F/U EXAMINATION - V67.4,NULL,,0,NULL
V67.51,F/U EXAM FLW HIGH-RISK RX NEC - V67.51,NULL,,0,NULL
V67.59,OTHER FOLLOW-UP EXAMINATION OTHER - V67.59,NULL,,0,NULL
V67.6,COMBINED TX FOLLOW-UP EXAMINATION - V67.6,NULL,,0,NULL
V67.9,UNSPECIFIED FOLLOW-UP EXAMINATION - V67.9,NULL,,0,NULL
V68.01,DISABILITY EXAMINATION - V68.01,NULL,,0,NULL
V68.09,OTHER ISSUE OF MEDICAL CERTIFICATES - V68.09,NULL,,0,NULL
V68.1,ISSUE OF REPEAT PRESCRIPTIONS - V68.1,NULL,,0,NULL
V68.2,REQUEST FOR EXPERT EVIDENCE - V68.2,NULL,,0,NULL
V68.81,REFERRAL PT WITHOUT EXAMINATION/TX - V68.81,NULL,,0,NULL
V68.89,ENCOUNTERS OTH SPEC ADMIN PRPOS OTH - V68.89,NULL,,0,NULL
V68.9,ENCOUNTERS UNSPEC ADMIN PURPOSE - V68.9,NULL,,0,NULL
V69.0,PROBS RELATED LACK PHYS EXCERCISE - V69.0,NULL,,0,NULL
V69.1,PROB RELAT INAPPROP DIET/EAT HABITS - V69.1,NULL,,0,NULL
V69.2,PROBS RELATED HIGH-RISK SEXLBHV - V69.2,NULL,,0,NULL
V69.3,PROBLEMS RELATED GAMBLING&BETTING - V69.3,NULL,,0,NULL
V69.4,LACK OF ADEQUATE SLEEP - V69.4,NULL,,0,NULL
V69.5,BEHAVIORAL INSOMNIA OF CHILDHOOD - V69.5,NULL,,0,NULL
V69.8,OTHER PROBLEMS RELATED TO LIFESTYLE - V69.8,NULL,,0,NULL
V69.9,UNSPEC PROBLEMS RELATED LIFESTYLE - V69.9,NULL,,0,NULL
V70.0,ROUTINE GEN MED EX@HLTH CARE FACL - V70.0,NULL,,0,NULL
V70.1,GENERAL PSYC EXAM REQUEST AUTHORITY - V70.1,NULL,,0,NULL
V70.2,OTH&UNSPEC GENERAL PSYC EXAMINATION - V70.2,NULL,,0,NULL
V70.3,OTH GENERAL MEDICAL EX ADMIN PRPOSS - V70.3,NULL,,0,NULL
V70.4,EXAMINATION FOR MEDICOLEGAL REASON - V70.4,NULL,,0,NULL
V70.5,HEALTH EXAM DEFINED SUBPOPULATION - V70.5,NULL,,0,NULL
V70.6,HEALTH EXAM POPULATION SURVEY - V70.6,NULL,,0,NULL
V70.7,EXAMINATION PARTICIPANT CLIN TRIAL - V70.7,NULL,,0,NULL
V70.8,OTH SPEC GENERAL MEDICAL EXAM - V70.8,NULL,,0,NULL
V70.9,UNSPEC GENERAL MEDICAL EXAMINATION - V70.9,NULL,,0,NULL
V71.01,OBSERVATION ADLT ANTISOCIAL BHV - V71.01,NULL,,0,NULL
V71.02,OBS CHLD/ADOLES ANTISOCIAL BHV - V71.02,NULL,,0,NULL
V71.09,OBSERVATION OTH SPCT MENTAL COND - V71.09,NULL,,0,NULL
V71.1,OBSERVATION SPCT MALIG NEOPLASM - V71.1,NULL,,0,NULL
V71.2,OBSERVATION SUSPECTED TUBERCULOSIS - V71.2,NULL,,0,NULL
V71.3,OBSERVATION FOLLOWING ACCIDENT@WORK - V71.3,NULL,,0,NULL
V71.4,OBSERVATION FOLLOWING OTH ACCIDENT - V71.4,NULL,,0,NULL
V71.5,OBS FOLLOW ALLEGED RAPE/SEDUCTION - V71.5,NULL,,0,NULL
V71.6,OBS FOLLOW OTH INFLICT INJURY - V71.6,NULL,,0,NULL
V71.7,OBSERVATION SUSPECTED CV DISEASE - V71.7,NULL,,0,NULL
V71.81,OBSERVATION SUSPECTED ABUSE&NEGLECT - V71.81,NULL,,0,NULL
V71.82,OBSERVATION&EVAL SPCT EXPOS ANTHRAX - V71.82,NULL,,0,NULL
V71.83,OBS&EVAL SPCT EXPSOTH BIOLOGIC AGT - V71.83,NULL,,0,NULL
V71.89,OBSERVATION OTH SPEC SUSPECTED COND - V71.89,NULL,,0,NULL
V71.9,OBSERVATION UNSPEC SUSPECTED COND - V71.9,NULL,,0,NULL
V72.0,EXAMINATION OF EYES AND VISION - V72.0,NULL,,0,NULL
V72.11,ENCOUNTER HEARING EX FLW FAIL SCR - V72.11,NULL,,0,NULL
V72.12,ENCOUNTER HEARING CONSERVATION & TX - V72.12,NULL,,0,NULL
V72.19,OTHER EXAMINATION OF EARS & HEARING - V72.19,NULL,,0,NULL
V72.2,DENTAL EXAMINATION - V72.2,NULL,,0,NULL
V72.31,ROUTINE GYNECOLOGICAL EXAMINATION - V72.31,NULL,,0,NULL
V72.32,ENCOUNTR PAP CONFRM NL SMER FLW ABN - V72.32,NULL,,0,NULL
V72.40,PREGNANCY EXAM/TEST PG UNCONFIRMED - V72.40,NULL,,0,NULL
V72.41,PREGNANCY EXAM/TEST NEG RESULT - V72.41,NULL,,0,NULL
V72.42,PREGNANCY EXAM/TEST POSITIVE RESULT - V72.42,NULL,,0,NULL
V72.5,RADIOLOGICAL EXAMINATION NEC - V72.5,NULL,,0,NULL
V72.60,LABORATORY EXAMINATION UNSPECIFIED - V72.60,NULL,,0,NULL
V72.61,ANTIBODY RESPONSE EXAMINATION - V72.61,NULL,,0,NULL
V72.62,LAB EXAM ORDR PART ROUTINE MED EXAM - V72.62,NULL,,0,NULL
V72.63,PRE-PROCEDURAL LAB EXAMINATION - V72.63,NULL,,0,NULL
V72.69,OTHER LABORATORY EXAMINATION - V72.69,NULL,,0,NULL
V72.7,DIAGNOSTIC SKIN&SENSITIZATION TESTS - V72.7,NULL,,0,NULL
V72.81,PRE-OPERATIVE CV EXAMINATION - V72.81,NULL,,0,NULL
V72.82,PRE-OP RESPIRATORY EXAMINATION - V72.82,NULL,,0,NULL
V72.83,OTH SPEC PRE-OPERATIVE EXAMINATION - V72.83,NULL,,0,NULL
V72.84,UNSPEC PRE-OPERATIVE EXAMINATION - V72.84,NULL,,0,NULL
V72.85,OTHER SPECIFIED EXAMINATION - V72.85,NULL,,0,NULL
V72.86,ENCOUNTER FOR BLOOD TYPING - V72.86,NULL,,0,NULL
V72.9,UNSPECIFIED EXAMINATION - V72.9,NULL,,0,NULL
V73.0,SCREENING EXAMINATION POLIOMYELITIS - V73.0,NULL,,0,NULL
V73.1,SCREENING EXAMINATION FOR SMALLPOX - V73.1,NULL,,0,NULL
V73.2,SCREENING EXAMINATION FOR MEASLES - V73.2,NULL,,0,NULL
V73.3,SCREENING EXAMINATION FOR RUBELLA - V73.3,NULL,,0,NULL
V73.4,SCREENING EXAMINATION YELLOW FEVER - V73.4,NULL,,0,NULL
V73.5,SCR EX OTH ARTHROPOD-BORN VIRAL DZ - V73.5,NULL,,0,NULL
V73.6,SCREENING EXAMINATION FOR TRACHOMA - V73.6,NULL,,0,NULL
V73.81,SPECL SCREEN EXAM HUMAN PAPILVIRUS - V73.81,NULL,,0,NULL
V73.88,SPCL SCR EX OTH SPEC CHLAMYDIAL DZ - V73.88,NULL,,0,NULL
V73.89,SPECIAL SCR EXAM OTH SPEC VIRAL DZ - V73.89,NULL,,0,NULL
V73.98,SPCL SCR EXAM UNSPEC CHLAMYDIAL DZ - V73.98,NULL,,0,NULL
V73.99,SPCL SCR EXAM UNSPEC VIRAL DISEASE - V73.99,NULL,,0,NULL
V74.0,SCREENING EXAMINATION FOR CHOLERA - V74.0,NULL,,0,NULL
V74.1,SCR EXAMINATION PULM TUBERCULOSIS - V74.1,NULL,,0,NULL
V74.2,SCREENING EXAMINATION FOR LEPROSY - V74.2,NULL,,0,NULL
V74.3,SCREENING EXAMINATION DIPHTHERIA - V74.3,NULL,,0,NULL
V74.4,SCR EXAM BACTERL CONJUNCTIVITIS - V74.4,NULL,,0,NULL
V74.5,SCR EXAMINATION VENEREAL DISEASE - V74.5,NULL,,0,NULL
V74.6,SCREENING EXAMINATION FOR YAWS - V74.6,NULL,,0,NULL
V74.8,SCR EX OTH BACTERL&SPIROCHETAL DZ - V74.8,NULL,,0,NULL
V74.9,SCR EX UNS BACTERL&SPIROCHETAL DZ - V74.9,NULL,,0,NULL
V75.0,SCREENING EXAMINATION RICKETTS DZ - V75.0,NULL,,0,NULL
V75.1,SCREENING EXAMINATION FOR MALARIA - V75.1,NULL,,0,NULL
V75.2,SCREENING EXAMINATION LEISHMANIASIS - V75.2,NULL,,0,NULL
V75.3,SCR EXAMINATION TRYPANOSOMIASIS - V75.3,NULL,,0,NULL
V75.4,SCREENING EXAMINATION MYCOTIC INFS - V75.4,NULL,,0,NULL
V75.5,SCR EXAMINATION SCHISTOSOMIASIS - V75.5,NULL,,0,NULL
V75.6,SCREENING EXAMINATION FILARIASIS - V75.6,NULL,,0,NULL
V75.7,SCR EXAM INTEST HELMINTHIASIS - V75.7,NULL,,0,NULL
V75.8,SCR EXAM OTH SPEC PARASITIC INFS - V75.8,NULL,,0,NULL
V75.9,SCR EXAMINATION UNSPEC INF DISEASE - V75.9,NULL,,0,NULL
V76.0,SPCL SCR MALIG NEOPLASM RESP ORGN - V76.0,NULL,,0,NULL
V76.10,UNSPECIFIED BREAST SCREENING - V76.10,NULL,,0,NULL
V76.11,SCREENING MAMMOGM HIGH-RISK PATIENT - V76.11,NULL,,0,NULL
V76.12,OTHER SCREENING MAMMOGRAM - V76.12,NULL,,0,NULL
V76.19,OTHER SCREENING BREAST EXAMINATION - V76.19,NULL,,0,NULL
V76.2,SCREENING MALIGNANT NEOPLASM CERVIX - V76.2,NULL,,0,NULL
V76.3,SCREENING MALIG NEOPLASM BLADDER - V76.3,NULL,,0,NULL
V76.41,SCREENING MALIGNANT NEOPLASM RECTUM - V76.41,NULL,,0,NULL
V76.42,SCR MALIG NEOPLASM ORAL CAVITY - V76.42,NULL,,0,NULL
V76.43,SCREENING MALIGNANT NEOPLASM SKIN - V76.43,NULL,,0,NULL
V76.44,SPECIAL SCR MALIG NEOPLASM PROS - V76.44,NULL,,0,NULL
V76.45,SPECIAL SCR MALIG NEOPLASM TESTIS - V76.45,NULL,,0,NULL
V76.46,SPECIAL SCR MALIG NEOPLSM OVRY - V76.46,NULL,,0,NULL
V76.47,SPECIAL SCR MALIG NEOPLSM VAGINA - V76.47,NULL,,0,NULL
V76.49,SPECIAL SCR MALIG NEOPLSM OTH SITES - V76.49,NULL,,0,NULL
V76.50,SPCL SCR MALIG NEOPLSM INTST UNSPEC - V76.50,NULL,,0,NULL
V76.51,SPECIAL SCR MALIG NEOPLSM COLON - V76.51,NULL,,0,NULL
V76.52,SPCL SCR MALIG NEOPLSM SM INTESTINE - V76.52,NULL,,0,NULL
V76.81,SPCL SCR MALIG NEOPLSM NERV SYSTEM - V76.81,NULL,,0,NULL
V76.89,SPECIAL SCR OTH MALIG NEOPLASM - V76.89,NULL,,0,NULL
V76.9,SCREENING UNSPEC MALIGNANT NEOPLASM - V76.9,NULL,,0,NULL
V77.0,SCREENING FOR THYROID DISORDER - V77.0,NULL,,0,NULL
V77.1,SCREENING FOR DIABETES MELLITUS - V77.1,NULL,,0,NULL
V77.2,SCREENING FOR MALNUTRITION - V77.2,NULL,,0,NULL
V77.3,SCREENING FOR PHENYLKETONURIA - V77.3,NULL,,0,NULL
V77.4,SCREENING FOR GALACTOSEMIA - V77.4,NULL,,0,NULL
V77.5,SCREENING FOR GOUT - V77.5,NULL,,0,NULL
V77.6,SCREENING FOR CYSTIC FIBROSIS - V77.6,NULL,,0,NULL
V77.7,SCREENING OTH INBORN ERRORS METAB - V77.7,NULL,,0,NULL
V77.8,SCREENING FOR OBESITY - V77.8,NULL,,0,NULL
V77.91,SCREENING FOR LIPOID DISORDERS - V77.91,NULL,,0,NULL
V77.99,OTH&UNS ENDOCRN NUT METAB&IMMU D/O - V77.99,NULL,,0,NULL
V78.0,SCREENING IRON DEFICIENCY ANEMIA - V78.0,NULL,,0,NULL
V78.1,SCREENING OTHER&UNSPEC DEFIC ANEMIA - V78.1,NULL,,0,NULL
V78.2,SCREENING SICKLE-CELL DISEASE/TRAIT - V78.2,NULL,,0,NULL
V78.3,SCREENING OTHER HEMOGLOBINOPATHIES - V78.3,NULL,,0,NULL
V78.8,SCR OTH D/O BLD&BLD-FORMING ORGN - V78.8,NULL,,0,NULL
V78.9,SCR UNSPEC D/O BLD&BLD-FORMING ORGN - V78.9,NULL,,0,NULL
V79.0,SCREENING FOR DEPRESSION - V79.0,NULL,,0,NULL
V79.1,SCREENING FOR ALCOHOLISM - V79.1,NULL,,0,NULL
V79.2,SCREENING INTELLECTUAL DISABILITIES - V79.2,NULL,,0,NULL
V79.3,SCR DVLPMENTL HANDICAPS EARLY CHLD - V79.3,NULL,,0,NULL
V79.8,SCREEN-MENTAL DIS NEC - V79.8,NULL,,0,NULL
A21.0,ULCEROGLANDULAR TULAREMIA - A21.0,NULL,,0,NULL
A39.1,WATERHOUSE-FRIDERICHSEN SYNDROME - A39.1,NULL,,0,NULL
A49.02,"METHICILLIN RESIS STAPH INFECTION, UNSP SITE - A49.02",NULL,,0,NULL
A80.39,OTHER ACUTE PARALYTIC POLIOMYELITIS - A80.39,NULL,,0,NULL
A81.00,"CREUTZFELDT-JAKOB DISEASE, UNSPECIFIED - A81.00",NULL,,0,NULL
A81.2,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY - A81.2,NULL,,0,NULL
A92.31,WEST NILE VIRUS INFECTION WITH ENCEPHALITIS - A92.31,NULL,,0,NULL
B00.4,HERPESVIRAL ENCEPHALITIS - B00.4,NULL,,0,NULL
B25.9,"CYTOMEGALOVIRAL DISEASE, UNSPECIFIED - B25.9",NULL,,0,NULL
B34.2,"CORONAVIRUS INFECTION, UNSPECIFIED - B34.2",NULL,,0,NULL
B37.9,"CANDIDIASIS, UNSPECIFIED - B37.9",NULL,,0,NULL
B45.1,CEREBRAL CRYPTOCOCCOSIS - B45.1,NULL,,0,NULL
U09.9,Post covid-19 - U09.9,,BX3,100,NULL
B95.62,METHICILLIN RESIS STAPH INFCT CAUSING DISEASES CLASSD ELSWHR - B95.62,NULL,,0,NULL
B96.1,KLEBSIELLA PNEUMONIAE AS THE CAUSE OF DISEASES CLASSD ELSWHR - B96.1,NULL,,0,NULL
B96.89,OTH BACTERIAL AGENTS AS THE CAUSE OF DISEASES CLASSD ELSWHR - B96.89,NULL,,0,NULL
B97.81,HUMAN METAPNEUMOVIRUS AS THE CAUSE OF DISEASES CLASSD ELSWHR - B97.81,NULL,,0,NULL
C00.9,"MALIGNANT NEOPLASM OF LIP, UNSPECIFIED - C00.9",NULL,,0,NULL
C08.9,"MALIGNANT NEOPLASM OF MAJOR SALIVARY GLAND, UNSPECIFIED - C08.9",NULL,CLN,600,NULL
C10.4,MALIGNANT NEOPLASM OF BRANCHIAL CLEFT - C10.4,NULL,,0,NULL
D49.512,NEOPLASM OF UNSPCFD BEHAVIOR OF LEFT KIDNEY - D49.512,,CLN,600,NULL
C22.0,LIVER CELL CARCINOMA - C22.0,NULL,,0,NULL
C30.0,MALIGNANT NEOPLASM OF NASAL CAVITY - C30.0,NULL,,0,NULL
B20,HIV - B20,,CLN,760,NULL
C02.9,"MALIGNANT NEOPLASM OF TONGUE, UNSPECIFIED - C02.9",,CLN,754,NULL
C41.0,MALIGNANT NEOPLASM OF BONES OF SKULL AND FACE - C41.0,NULL,,0,NULL
C41.1,MALIGNANT NEOPLASM OF MANDIBLE - C41.1,NULL,,0,NULL
C46.9,"KAPOSI'S SARCOMA, UNSPECIFIED - C46.9",NULL,,0,NULL
G73.89,Hmgcr necrotizing myopathy - G73.89,,BX3,100,NULL
C71.5,MALIGNANT NEOPLASM OF CEREBRAL VENTRICLE - C71.5,NULL,,0,NULL
C71.6,MALIGNANT NEOPLASM OF CEREBELLUM - C71.6,NULL,,0,NULL
T17.920D,FOOD IN repsiratory tract causing asphyxiation - T17.920D,,BX3,100,NULL
C73,MALIGNANT NEOPLASM OF THYROID GLAND - C73,NULL,CLN,600,NULL
C79.89,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES - C79.89,NULL,,0,NULL
C7A.00,MALIGNANT CARCINOID TUMOR OF UNSPECIFIED SITE - C7A.00,NULL,,0,NULL
C80.1,"MALIGNANT (PRIMARY) NEOPLASM, UNSPECIFIED - C80.1",NULL,CLN,600,NULL
C88.0,WALDENSTROM MACROGLOBULINEMIA - C88.0,NULL,,0,NULL
D11.9,"BENIGN NEOPLASM OF MAJOR SALIVARY GLAND, UNSPECIFIED - D11.9",NULL,,0,NULL
D14.1,BENIGN NEOPLASM OF LARYNX - D14.1,NULL,,0,NULL
D33.1,"BENIGN NEOPLASM OF BRAIN, INFRATENTORIAL - D33.1",NULL,,0,NULL
D33.3,BENIGN NEOPLASM OF CRANIAL NERVES - D33.3,NULL,,0,NULL
D35.1,BENIGN NEOPLASM OF PARATHYROID GLAND - D35.1,NULL,,0,NULL
D38.1,"NEOPLASM OF UNCERTAIN BEHAVIOR OF TRACHEA, BRONCHUS AND LUNG - D38.1",,CLN,600,NULL
D46.9,"MYELODYSPLASTIC SYNDROME, UNSPECIFIED - D46.9",NULL,,0,NULL
